sloka	pada	english	verb_part	speech_part	word_count	verb_count
4.46.13	गोष्पदवत्	as though it is of the size of cows hoof	[('is', 'VBZ'), ('hoof', 'VBP')]	[[('as', 'IN'), ('though', 'IN'), ('it', 'PRP'), ('is', 'VBZ'), ('of', 'IN'), ('the', 'DT'), ('size', 'NN'), ('of', 'IN'), ('cows', 'NNS'), ('hoof', 'VBP')]]	10	2
5.36.8	गोष्पदीकृतः	is reduced to calfs hoof mark	[('is', 'VBZ'), ('reduced', 'VBN'), ('calfs', 'VB')]	[[('is', 'VBZ'), ('reduced', 'VBN'), ('to', 'TO'), ('calfs', 'VB'), ('hoof', 'JJ'), ('mark', 'NN')]]	6	3
2.64.44	गोसहस्रप्रदातृ़णाम्	who offer a thousand cows in charity	[('offer', 'VBP'), ('cows', 'VBZ')]	[[('who', 'WP'), ('offer', 'VBP'), ('a', 'DT'), ('thousand', 'NN'), ('cows', 'VBZ'), ('in', 'IN'), ('charity', 'NN')]]	7	2
1.53.3	गौडानि च	preparations made of Jaggery	[('made', 'VBN')]	[[('preparations', 'NNS'), ('made', 'VBN'), ('of', 'IN'), ('Jaggery', 'NNP')]]	4	1
1.48.15	गौतमस्य आसीत्	belonged to Gautama	[('belonged', 'VBN'), ('Gautama', 'VB')]	[[('belonged', 'VBN'), ('to', 'TO'), ('Gautama', 'VB')]]	3	2
5.9.63	ग्रथिता	intertwined	[('intertwined', 'VBN')]	[[('intertwined', 'VBN')]]	1	1
4.1.16	ग्रथिता इव	as if knitted together	[('knitted', 'VBN')]	[[('as', 'IN'), ('if', 'IN'), ('knitted', 'VBN'), ('together', 'RB')]]	4	1
1.56.13	ग्रसते	swallowed	[('swallowed', 'VBN')]	[[('swallowed', 'VBN')]]	1	1
1.56.16	ग्रसते	swallowed	[('swallowed', 'VBN')]	[[('swallowed', 'VBN')]]	1	1
4.67.21	ग्रसमानम् इव	like the one swallowing the sky	[('swallowing', 'VBG')]	[[('like', 'IN'), ('the', 'DT'), ('one', 'CD'), ('swallowing', 'VBG'), ('the', 'DT'), ('sky', 'NN')]]	6	1
1.56.17	ग्रसमानस्य	while swallowing	[('swallowing', 'VBG')]	[[('while', 'IN'), ('swallowing', 'VBG')]]	2	1
3.60.31	ग्रस्तम्	eclipsed	[('eclipsed', 'VBN')]	[[('eclipsed', 'VBN')]]	1	1
2.42.12	ग्रस्तस्य	as if swallowed by Rahu	[('swallowed', 'VBN')]	[[('as', 'IN'), ('if', 'IN'), ('swallowed', 'VBN'), ('by', 'IN'), ('Rahu', 'NNP')]]	5	1
3.56.35	ग्रस्ता	immersed	[('immersed', 'VBN')]	[[('immersed', 'VBN')]]	1	1
5.1.193	ग्रस्यमानम्	being seized	[('being', 'VBG'), ('seized', 'VBN')]	[[('being', 'VBG'), ('seized', 'VBN')]]	2	2
5.35.36	ग्रहग्रस्तः	overshadowed by the planet	[('overshadowed', 'VBN')]	[[('overshadowed', 'VBN'), ('by', 'IN'), ('the', 'DT'), ('planet', 'NN')]]	4	1
5.7.8	ग्रहचन्द्रचित्रम्	looking colourful with planets and Moon	[('looking', 'VBG')]	[[('looking', 'VBG'), ('colourful', 'JJ'), ('with', 'IN'), ('planets', 'NNS'), ('and', 'CC'), ('Moon', 'NNP')]]	6	1
1.1.75	ग्रहणम् समुपागमत्	got caught	[('got', 'VBD')]	[[('got', 'VBD'), ('caught', 'NN')]]	2	1
5.48.44	ग्रहणे चापि	if I am caught	[('am', 'VBP'), ('caught', 'VBN')]	[[('if', 'IN'), ('I', 'PRP'), ('am', 'VBP'), ('caught', 'VBN')]]	4	2
5.30.23	ग्रहणे चैव	and to capture me	[('capture', 'VB')]	[[('and', 'CC'), ('to', 'TO'), ('capture', 'VB'), ('me', 'PRP')]]	4	1
5.1.174	ग्रहनक्षत्रचन्द्रार्कतारागणविभूषिते	adorned with planets	[('adorned', 'VBN')]	[[('adorned', 'VBN'), ('with', 'IN'), ('planets', 'NNS')]]	3	1
5.2.14	ग्रहसङ्काशैः	resembling the assembly of planets	[('resembling', 'VBG')]	[[('resembling', 'VBG'), ('the', 'DT'), ('assembly', 'NN'), ('of', 'IN'), ('planets', 'NNS')]]	5	1
2.34.29	ग्रहीष्यामि	I will grasp	[('grasp', 'VB')]	[[('I', 'PRP'), ('will', 'MD'), ('grasp', 'VB')]]	3	1
2.72.33	ग्रहीष्यामि	shall hold	[('hold', 'VB')]	[[('shall', 'MD'), ('hold', 'VB')]]	2	1
3.43.46	ग्रहीष्यामि	will catch	[('catch', 'VB')]	[[('will', 'MD'), ('catch', 'VB')]]	2	1
2.72.13	ग्रहीष्ये	I shall hold	[('hold', 'VB')]	[[('I', 'PRP'), ('shall', 'MD'), ('hold', 'VB')]]	3	1
4.41.17	ग्राहजुष्टाम्	inhabited by alligators	[('inhabited', 'VBN')]	[[('inhabited', 'VBN'), ('by', 'IN'), ('alligators', 'NNS')]]	3	1
2.9.36	ग्राहिता	having been made to accept	[('having', 'VBG'), ('been', 'VBN'), ('made', 'VBN'), ('accept', 'VB')]	[[('having', 'VBG'), ('been', 'VBN'), ('made', 'VBN'), ('to', 'TO'), ('accept', 'VB')]]	5	4
3.51.18	ग्राहिभिः	with those holding them	[('holding', 'VBG')]	[[('with', 'IN'), ('those', 'DT'), ('holding', 'VBG'), ('them', 'PRP')]]	4	1
2.112.5	ग्राह्यम्	have to be accepted	[('have', 'VB'), ('be', 'VB'), ('accepted', 'VBN')]	[[('have', 'VB'), ('to', 'TO'), ('be', 'VB'), ('accepted', 'VBN')]]	4	3
3.60.32	ग्रैवेयशोभिता	adorned with necklaces and other golden chains	[('adorned', 'VBN')]	[[('adorned', 'VBN'), ('with', 'IN'), ('necklaces', 'NNS'), ('and', 'CC'), ('other', 'JJ'), ('golden', 'JJ'), ('chains', 'NNS')]]	7	1
2.64.3	घटम्	pot आदाय taking hold of	[('taking', 'VBG')]	[[('pot', 'NN'), ('आदाय', 'NN'), ('taking', 'VBG'), ('hold', 'NN'), ('of', 'IN')]]	5	1
5.47.19	घनतुल्यविक्रमम्	who had valour equal to a cloud	[('had', 'VBD'), ('valour', 'VBN')]	[[('who', 'WP'), ('had', 'VBD'), ('valour', 'VBN'), ('equal', 'JJ'), ('to', 'TO'), ('a', 'DT'), ('cloud', 'NN')]]	7	2
5.47.21	घननादनिःस्वनः	thundering cloud	[('thundering', 'VBG')]	[[('thundering', 'VBG'), ('cloud', 'NN')]]	2	1
3.69.42	घननिर्घोषः	rumbling like thunder	[('rumbling', 'VBG')]	[[('rumbling', 'VBG'), ('like', 'IN'), ('thunder', 'NN')]]	3	1
2.119.7	घनीभूताः	have grown dense	[('have', 'VB'), ('grown', 'VBN')]	[[('have', 'VB'), ('grown', 'VBN'), ('dense', 'NN')]]	3	2
2.3.27	घर्माभितप्ताः	scorched with heat	[('scorched', 'VBN')]	[[('scorched', 'VBN'), ('with', 'IN'), ('heat', 'NN')]]	3	1
2.40.20	घर्मार्तः	oppressed with heat	[('oppressed', 'VBN')]	[[('oppressed', 'VBN'), ('with', 'IN'), ('heat', 'NN')]]	3	1
2.114.4	घर्मोत्तप्तविहङ्गमाम्	the aquatic birds scorched by the Suns heat	[('scorched', 'VBN')]	[[('the', 'DT'), ('aquatic', 'JJ'), ('birds', 'NNS'), ('scorched', 'VBN'), ('by', 'IN'), ('the', 'DT'), ('Suns', 'NNP'), ('heat', 'NN')]]	8	1
5.2.40	घातयन्ति हि	will spoil	[('spoil', 'VB')]	[[('will', 'MD'), ('spoil', 'VB')]]	2	1
5.30.38	घातयन्ति हि	will be destroyed	[('be', 'VB'), ('destroyed', 'VBN')]	[[('will', 'MD'), ('be', 'VB'), ('destroyed', 'VBN')]]	3	2
4.53.31	घातयिष्यति	he will inflict	[('inflict', 'VB')]	[[('he', 'PRP'), ('will', 'MD'), ('inflict', 'VB')]]	3	1
4.53.34	घातयिष्यति	he will punish us to death	[('punish', 'VB')]	[[('he', 'PRP'), ('will', 'MD'), ('punish', 'VB'), ('us', 'PRP'), ('to', 'TO'), ('death', 'NN')]]	6	1
5.62.32	घातयिष्यति	will put an end	[('put', 'VB')]	[[('will', 'MD'), ('put', 'VB'), ('an', 'DT'), ('end', 'NN')]]	4	1
5.62.34	घातयिष्यति	will be beaten	[('be', 'VB'), ('beaten', 'VBN')]	[[('will', 'MD'), ('be', 'VB'), ('beaten', 'VBN')]]	3	2
5.27.39	घातयेत्	will kill	[('kill', 'VB')]	[[('will', 'MD'), ('kill', 'VB')]]	2	1
5.26.47	घातितौ	are slain	[('are', 'VBP')]	[[('are', 'VBP'), ('slain', 'JJ')]]	2	1
5.52.19	घाते	in killing	[('killing', 'VBG')]	[[('in', 'IN'), ('killing', 'VBG')]]	2	1
5.18.16	घूर्णन्त्यः	moving to and fro	[('moving', 'VBG'), ('fro', 'VB')]	[[('moving', 'VBG'), ('to', 'TO'), ('and', 'CC'), ('fro', 'VB')]]	4	2
2.12.37	घूर्णमानम्	head reeling	[('reeling', 'VBG')]	[[('head', 'NN'), ('reeling', 'VBG')]]	2	1
1.25.16	घृणा	pity न कार्या need not be shown	[('be', 'VB'), ('shown', 'VBN')]	[[('pity', 'NN'), ('न', 'NNP'), ('कार्या', 'NNP'), ('need', 'MD'), ('not', 'RB'), ('be', 'VB'), ('shown', 'VBN')]]	7	2
2.45.19	घृणाचक्षुः	compassionate eyes	[('compassionate', 'VB')]	[[('compassionate', 'VB'), ('eyes', 'NNS')]]	2	1
2.20.17	घृतं चैव	also clarified butter	[('clarified', 'VBN')]	[[('also', 'RB'), ('clarified', 'VBN'), ('butter', 'NN')]]	3	1
1.38.18	घृतपूर्णेषु	filled with clarified butter	[('filled', 'VBN')]	[[('filled', 'VBN'), ('with', 'IN'), ('clarified', 'JJ'), ('butter', 'NN')]]	4	1
2.25.28	घृतम्	clarified butter	[('clarified', 'VBN')]	[[('clarified', 'VBN'), ('butter', 'NN')]]	2	1
2.3.15	घृतम्	clarified butter	[('clarified', 'VBN')]	[[('clarified', 'VBN'), ('butter', 'NN')]]	2	1
1.32.11	घृताच्याम्	in a nymph named Ghritachi	[('named', 'VBN')]	[[('in', 'IN'), ('a', 'DT'), ('nymph', 'NN'), ('named', 'VBN'), ('Ghritachi', 'NNP')]]	5	1
2.102.35	घृवम्	this is certain	[('is', 'VBZ')]	[[('this', 'DT'), ('is', 'VBZ'), ('certain', 'JJ')]]	3	1
1.64.3	घोरः	is a frightful person	[('is', 'VBZ')]	[[('is', 'VBZ'), ('a', 'DT'), ('frightful', 'JJ'), ('person', 'NN')]]	4	1
3.64.48	घोरकर्मणः	performing terrible deeds	[('performing', 'VBG')]	[[('performing', 'VBG'), ('terrible', 'JJ'), ('deeds', 'NNS')]]	3	1
3.69.3	घोरदर्शनम्	appearing ferocious	[('appearing', 'VBG')]	[[('appearing', 'VBG'), ('ferocious', 'JJ')]]	2	1
5.27.2	घोरदर्शनाः	dreadfullooking	[('dreadfullooking', 'VBG')]	[[('dreadfullooking', 'VBG')]]	1	1
3.23.19	घोरदर्शनान्	those terrific to see	[('see', 'VB')]	[[('those', 'DT'), ('terrific', 'JJ'), ('to', 'TO'), ('see', 'VB')]]	4	1
3.69.33	घोरप्रदर्शनम्	putting is a monstrous appearance	[('putting', 'VBG'), ('is', 'VBZ')]	[[('putting', 'VBG'), ('is', 'VBZ'), ('a', 'DT'), ('monstrous', 'JJ'), ('appearance', 'NN')]]	5	2
3.2.4	घोरमृगायुते	infested with dreadful animals	[('infested', 'VBN')]	[[('infested', 'VBN'), ('with', 'IN'), ('dreadful', 'JJ'), ('animals', 'NNS')]]	4	1
5.42.25	घोररूपाः	dreadfullooking	[('dreadfullooking', 'VBG')]	[[('dreadfullooking', 'VBG')]]	1	1
1.58.14	घोररूपिणम्	frightful to look	[('look', 'VB')]	[[('frightful', 'JJ'), ('to', 'TO'), ('look', 'VB')]]	3	1
4.40.25	घोरलोहमुखाश्चैव	who have iron faces	[('have', 'VBP'), ('iron', 'VBN'), ('faces', 'VBZ')]	[[('who', 'WP'), ('have', 'VBP'), ('iron', 'VBN'), ('faces', 'VBZ')]]	4	3
3.22.19	घोरवर्मायुधध्वजम्	wearing dreadful shields	[('wearing', 'VBG')]	[[('wearing', 'VBG'), ('dreadful', 'JJ'), ('shields', 'NNS')]]	3	1
3.24.27	घोरवर्मायुधध्वजम्	having dreadful shields	[('having', 'VBG')]	[[('having', 'VBG'), ('dreadful', 'JJ'), ('shields', 'NNS')]]	3	1
3.22.18	घोरवर्मायुधध्वजान्	those wearing dreadful shields	[('wearing', 'VBG')]	[[('those', 'DT'), ('wearing', 'VBG'), ('dreadful', 'JJ'), ('shields', 'NNS')]]	4	1
3.71.4	घोरशापाभिधायिना	pronounced a dreadful curse	[('pronounced', 'VBD')]	[[('pronounced', 'VBD'), ('a', 'DT'), ('dreadful', 'JJ'), ('curse', 'NN')]]	4	1
1.75.3	घोरसङ्काशं	appearing dreadful	[('appearing', 'VBG')]	[[('appearing', 'VBG'), ('dreadful', 'NN')]]	2	1
1.74.11	घोराः	freightening	[('freightening', 'VBG')]	[[('freightening', 'VBG')]]	1	1
1.74.9	घोराः	frightening	[('frightening', 'VBG')]	[[('frightening', 'VBG')]]	1	1
3.57.12	घोरान्	horrifying	[('horrifying', 'VBG')]	[[('horrifying', 'VBG')]]	1	1
3.69.31	घोरौ	both frightening	[('frightening', 'VBG')]	[[('both', 'DT'), ('frightening', 'VBG')]]	2	1
5.57.18	घोषम्	roaring	[('roaring', 'VBG')]	[[('roaring', 'VBG')]]	1	1
5.53.18	घोषयन्तः	while announcing	[('announcing', 'VBG')]	[[('while', 'IN'), ('announcing', 'VBG')]]	2	1
5.53.22	घोषयन्ति	announcing	[('announcing', 'VBG')]	[[('announcing', 'VBG')]]	1	1
5.6.42	घोषवद्भिः	filled with sounds of	[('filled', 'VBN')]	[[('filled', 'VBN'), ('with', 'IN'), ('sounds', 'NNS'), ('of', 'IN')]]	4	1
5.6.6	घोषवद्भिः	ringing	[('ringing', 'VBG')]	[[('ringing', 'VBG')]]	1	1
1.61.7	घ्नन्ति	is perished	[('is', 'VBZ'), ('perished', 'VBN')]	[[('is', 'VBZ'), ('perished', 'VBN')]]	2	2
2.100.59	घ्नन्ति	they will destroy	[('destroy', 'VB')]	[[('they', 'PRP'), ('will', 'MD'), ('destroy', 'VB')]]	3	1
3.43.30	घ्नन्ति	will kill	[('kill', 'VB')]	[[('will', 'MD'), ('kill', 'VB')]]	2	1
2.9.14	घ्नन्ति स्म	killed	[('killed', 'VBN')]	[[('killed', 'VBN')]]	1	1
2.94.14	घ्राणतर्पणम्	satisfying the sense of smell	[('satisfying', 'VBG')]	[[('satisfying', 'VBG'), ('the', 'DT'), ('sense', 'NN'), ('of', 'IN'), ('smell', 'NN')]]	5	1
3.35.21	घ्राणतृप्तिकराणि	satisfying to smell	[('satisfying', 'VBG'), ('smell', 'VB')]	[[('satisfying', 'VBG'), ('to', 'TO'), ('smell', 'VB')]]	3	2
2.3.12	घ्राणहारिभिः	sweetsmelling	[('sweetsmelling', 'VBG')]	[[('sweetsmelling', 'VBG')]]	1	1
3.23.17	च न्यवर्तत	did not retreat	[('did', 'VBD'), ('retreat', 'VB')]	[[('did', 'VBD'), ('not', 'RB'), ('retreat', 'VB')]]	3	2
1.6.17	च सहिताः	surrounded by	[('surrounded', 'VBN')]	[[('surrounded', 'VBN'), ('by', 'IN')]]	2	1
5.1.32	चकम्पे च	and moved	[('moved', 'VBD')]	[[('and', 'CC'), ('moved', 'VBD')]]	2	1
3.69.17	चकर्त	cut off	[('cut', 'VBN')]	[[('cut', 'VBN'), ('off', 'RP')]]	2	1
2.45.12	चकर्ष	attracted	[('attracted', 'VBD')]	[[('attracted', 'VBD')]]	1	1
1.2.22	चकार	composed	[('composed', 'VBN')]	[[('composed', 'VBN')]]	1	1
1.2.42	चकार	composed	[('composed', 'VBN')]	[[('composed', 'VBN')]]	1	1
1.3.38	चकार	composed	[('composed', 'VBN')]	[[('composed', 'VBN')]]	1	1
1.3.9	चकार	composed	[('composed', 'VBN')]	[[('composed', 'VBN')]]	1	1
1.4.7	चकार	composed	[('composed', 'VBN')]	[[('composed', 'VBN')]]	1	1
1.46.9	चकार	had made	[('had', 'VBD'), ('made', 'VBN')]	[[('had', 'VBD'), ('made', 'VBN')]]	2	2
1.49.17	चकार	performed	[('performed', 'VBN')]	[[('performed', 'VBN')]]	1	1
1.56.24	चकार	performed	[('performed', 'VBN')]	[[('performed', 'VBN')]]	1	1
1.57.9	चकार	performed	[('performed', 'VBN')]	[[('performed', 'VBN')]]	1	1
1.64.20	चकार	made	[('made', 'VBN')]	[[('made', 'VBN')]]	1	1
1.65.2	चकार	practised	[('practised', 'VBN')]	[[('practised', 'VBN')]]	1	1
1.65.24	चकार	made	[('made', 'VBN')]	[[('made', 'VBN')]]	1	1
1.76.5	चकार	performed	[('performed', 'VBN')]	[[('performed', 'VBN')]]	1	1
1.77.24	चकार	made	[('made', 'VBN')]	[[('made', 'VBN')]]	1	1
2.102.28	चकार	made	[('made', 'VBN')]	[[('made', 'VBN')]]	1	1
2.102.48	चकार	made	[('made', 'VBN')]	[[('made', 'VBN')]]	1	1
2.112.29	चकार	performed	[('performed', 'VBN')]	[[('performed', 'VBN')]]	1	1
2.112.29	चकार	made	[('made', 'VBN')]	[[('made', 'VBN')]]	1	1
2.115.27	चकार	carried out the work	[('carried', 'VBN')]	[[('carried', 'VBN'), ('out', 'RP'), ('the', 'DT'), ('work', 'NN')]]	4	1
2.24.38	चकार	performed	[('performed', 'VBN')]	[[('performed', 'VBN')]]	1	1
2.25.37	चकार	made	[('made', 'VBN')]	[[('made', 'VBN')]]	1	1
2.46.34	चकार	made	[('made', 'VBN')]	[[('made', 'VBN')]]	1	1
2.55.15	चकार	made	[('made', 'VBN')]	[[('made', 'VBN')]]	1	1
2.56.24	चकार	carried out	[('carried', 'VBN')]	[[('carried', 'VBN'), ('out', 'RP')]]	2	1
2.56.31	चकार	made	[('made', 'VBN')]	[[('made', 'VBN')]]	1	1
2.90.24	चकार	made	[('made', 'VBN')]	[[('made', 'VBN')]]	1	1
3.17.3	चकार	making	[('making', 'VBG')]	[[('making', 'VBG')]]	1	1
3.20.6	चकार	made	[('made', 'VBN')]	[[('made', 'VBN')]]	1	1
3.28.7	चकार	filled	[('filled', 'VBN')]	[[('filled', 'VBN')]]	1	1
3.3.25	चकार	made	[('made', 'VBN')]	[[('made', 'VBN')]]	1	1
3.44.19	चकार	released	[('released', 'VBN')]	[[('released', 'VBN')]]	1	1
3.47.16	चकार	executed	[('executed', 'VBN')]	[[('executed', 'VBN')]]	1	1
3.48.24	चकार	assumed	[('assumed', 'VBN')]	[[('assumed', 'VBN')]]	1	1
3.51.7	चकार	pierced	[('pierced', 'VBN')]	[[('pierced', 'VBN')]]	1	1
3.60.38	चकार	made	[('made', 'VBN')]	[[('made', 'VBN')]]	1	1
4.33.26	चकार	produced	[('produced', 'VBN')]	[[('produced', 'VBN')]]	1	1
4.40.57	चकार	placed	[('placed', 'VBN')]	[[('placed', 'VBN')]]	1	1
4.57.19	चकार	made	[('made', 'VBN')]	[[('made', 'VBN')]]	1	1
5.1.162	चकार	stretched	[('stretched', 'VBN')]	[[('stretched', 'VBN')]]	1	1
5.1.166	चकार	made	[('made', 'VBN')]	[[('made', 'VBN')]]	1	1
5.1.8	चकार	he made	[('made', 'VBD')]	[[('he', 'PRP'), ('made', 'VBD')]]	2	1
5.3.42	चकार	showed	[('showed', 'VBD')]	[[('showed', 'VBD')]]	1	1
5.30.40	चकार	exercised	[('exercised', 'VBN')]	[[('exercised', 'VBN')]]	1	1
5.42.4	चकार	assumed	[('assumed', 'VBN')]	[[('assumed', 'VBN')]]	1	1
5.45.11	चकार	created	[('created', 'VBN')]	[[('created', 'VBN')]]	1	1
5.45.17	चकार	formulated	[('formulated', 'VBN')]	[[('formulated', 'VBN')]]	1	1
5.47.21	चकार	made	[('made', 'VBN')]	[[('made', 'VBN')]]	1	1
5.47.30	चकार	increased	[('increased', 'VBN')]	[[('increased', 'VBN')]]	1	1
5.48.35	चकार	resolved	[('resolved', 'VBN')]	[[('resolved', 'VBN')]]	1	1
5.55.34	चकार	entertained	[('entertained', 'VBN')]	[[('entertained', 'VBN')]]	1	1
5.61.21	चकार	made	[('made', 'VBN')]	[[('made', 'VBN')]]	1	1
1.10.17	चकार ह	performed	[('performed', 'VBN')]	[[('performed', 'VBN')]]	1	1
2.55.2	चकार ह	made	[('made', 'VBN')]	[[('made', 'VBN')]]	1	1
3.19.6	चकार ह	has reduced verily	[('has', 'VBZ'), ('reduced', 'VBN')]	[[('has', 'VBZ'), ('reduced', 'VBN'), ('verily', 'RB')]]	3	2
5.1.81	चकाशिरे	shining	[('shining', 'VBG')]	[[('shining', 'VBG')]]	1	1
5.57.7	चकाशिरे	made their appearance	[('made', 'VBN')]	[[('made', 'VBN'), ('their', 'PRP$'), ('appearance', 'NN')]]	3	1
5.6.3	चकाशे	looked bright	[('looked', 'VBD')]	[[('looked', 'VBD'), ('bright', 'JJ')]]	2	1
5.48.23	चक्रचराः	those who go round the orbits	[('go', 'VBP'), ('round', 'VB')]	[[('those', 'DT'), ('who', 'WP'), ('go', 'VBP'), ('round', 'VB'), ('the', 'DT'), ('orbits', 'NNS')]]	6	2
5.47.37	चक्रचरैः	those who take rounds	[('take', 'VBP')]	[[('those', 'DT'), ('who', 'WP'), ('take', 'VBP'), ('rounds', 'NNS')]]	4	1
2.55.14	चक्रतुः	made	[('made', 'VBN')]	[[('made', 'VBN')]]	1	1
3.68.35	चक्रतुः	offered	[('offered', 'VBN')]	[[('offered', 'VBN')]]	1	1
3.68.36	चक्रतुः	offered	[('offered', 'VBN')]	[[('offered', 'VBN')]]	1	1
5.34.7	चक्रतुः	started	[('started', 'VBN')]	[[('started', 'VBN')]]	1	1
2.3.20	चक्रतुः च एव	also performed	[('performed', 'VBD')]	[[('also', 'RB'), ('performed', 'VBD')]]	2	1
3.42.35	चक्रन्द	cried out	[('cried', 'VBN')]	[[('cried', 'VBN'), ('out', 'RP')]]	2	1
4.1.98	चक्रवाकानुचरिताम्	with chakravakas flying about	[('flying', 'VBG')]	[[('with', 'IN'), ('chakravakas', 'NN'), ('flying', 'VBG'), ('about', 'IN')]]	4	1
2.50.19	चक्रवाकोपकूजिताम्	filled with cries of chakravakas ruddy geese	[('filled', 'VBN')]	[[('filled', 'VBN'), ('with', 'IN'), ('cries', 'NNS'), ('of', 'IN'), ('chakravakas', 'NN'), ('ruddy', 'NN'), ('geese', 'NN')]]	7	1
5.9.51	चक्रवाकोपशोभिताः	abounded with ruddy geese	[('abounded', 'VBN')]	[[('abounded', 'VBN'), ('with', 'IN'), ('ruddy', 'JJ'), ('geese', 'NNS')]]	4	1
1.29.27	चक्रिरे	extended	[('extended', 'VBN')]	[[('extended', 'VBN')]]	1	1
1.32.4	चक्रिरे	constructed	[('constructed', 'VBN')]	[[('constructed', 'VBN')]]	1	1
2.69.3	चक्रिरे	made	[('made', 'VBN')]	[[('made', 'VBN')]]	1	1
1.14.8	चक्रिरे हि	performed	[('performed', 'VBN')]	[[('performed', 'VBN')]]	1	1
1.10.6	चक्रुः	acted	[('acted', 'VBN')]	[[('acted', 'VBN')]]	1	1
1.14.12	चक्रुः	performed	[('performed', 'VBN')]	[[('performed', 'VBN')]]	1	1
1.14.18	चक्रुः	performed	[('performed', 'VBN')]	[[('performed', 'VBN')]]	1	1
1.14.4	चक्रुः	performed	[('performed', 'VBN')]	[[('performed', 'VBN')]]	1	1
1.14.5	चक्रुः	performed	[('performed', 'VBN')]	[[('performed', 'VBN')]]	1	1
